Compound Id	FMF
692	0.0
6153	0.0
127983	0.0
291	0.0
21106179	0.0
16425	0.0
23208	0.0
6105	0.0
11148	0.0
274	0.0
6086	0.0
9256	0.0
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.0
22814	0.0
22408	0.0
9286	0.0
12577	0.0
6084	0.0
6128	0.0
9243	0.0
62827	0.0
6132	0.0
391	0.0
38403	0.0
1087	0.0
16641	0.0
7954	0.0
864	0.0
11153	0.0
748	0.0
6095	0.0
6094	0.0
518	0.0
16841	0.0
6148	0.0
2056044	0.0
6151	0.0
6087	0.0
9095782	0.0
4514529	0.0
10675065	0.0
21106169	0.0
172	0.0
763	0.0
7956	0.0
7577	0.0
6089	0.0
6111	1.0
29040	0.0
10606755	0.0
6098	0.0
6120	0.0
13837650	0.0
13853215	0.0
61149	0.0
12197	0.0
682	0.0
61346	0.0
7558	0.0
7556	0.0
454215	0.0
7557	0.0
278	0.0
7957	0.0
654	0.0
9461	0.0
6130	0.0
7555	0.0
11727	0.0
1114	0.0
14441700	0.0
8960	0.0
6083	0.0
454209	0.0
56442	0.0
6101	0.0
6097	0.0
175	0.0
4449912	0.0
6102	0.0
9016	0.0
7559	0.0
2018165	0.0
7733	0.0
3644	0.0
6156	0.0
512	0.0
171	0.0
9646	0.0
9254	0.0
7734	0.0
9411	0.0
13835550	0.0
6135	0.0
13837190	0.0
10325078	0.0
7732	0.0
6335	0.0
7738	1.0
14829	0.0
4481813	0.0
10765	0.0
71390	0.0
6149	0.0
13872989	0.0
9391	0.0
6146	0.0
3631	0.0
6121	0.0
61213	0.0
3441	0.0
11099	0.0
11806	0.0
6308	0.0
3168	0.0
6104	0.0
1004	0.0
66567	0.0
1039	0.0
7713	0.0
73583	0.0
6103	0.0
7566	0.0
9994	1.0
10709	0.0
6309	0.0
6088	0.0
13299573	0.0
13836674	0.0
13835316	0.0
6092	0.0
14694	0.0
6313	0.0
11230	0.0
7564	0.0
7616	0.0
2062437	0.0
7712	0.0
4483639	0.0
10437	0.0
30713	0.0
2282428	0.0
6188	0.0
4483638	0.0
7330	1.0
12442	0.0
7546	0.6
9251	0.0
18971812	0.0
71433	0.0
10113	0.0
11755	0.0
7790	1.0
107412	0.0
56144	0.0
56020	0.0
13835977	0.0
256	0.0
10054	0.0
1005	0.0
553742	0.0
558883	0.0
99596	0.0
6333	0.0
6321	0.0
23055	0.0
8525	0.0
6125	0.0
4514586	0.0
11526	0.0
6322	0.0
6320	0.0
13836549	0.5
6163	0.0
62826	0.0
6108	0.0
11729	0.0
14672	0.0
6118	0.0
7730	0.0
11756	0.0
8544	1.0
23255	0.0
6312	0.0
6338	0.0
12201	0.0
62597	0.0
8329688	0.0
13837797	0.0
10653	0.0
13835336	0.0
7782	0.0
21106015	0.0
7727	0.0
558928	0.0
6093	0.0
693	0.0
11110	0.0
6311	0.0
8896	1.0
5977	0.0
7728	0.0
2340753	0.0
6340	0.0
9253	0.0
7626	0.0
7604	0.0
7553	0.0
12209	0.0
394562	0.0
10325184	0.0
83734	0.0
6315	0.0
7627	0.0
7717	0.0
387	0.0
60524	0.0
11109	0.0
63631	0.0
6100	0.0
13866746	0.545
7010	0.0
14998	0.0
12446	0.0
7560	0.0
258	0.0
10053	0.0
124968	0.857
7716	0.0
7552	0.0
7737	1.0
10571	0.0
17619	0.0
11809	0.0
13836713	0.0
13836589	0.0
11833	0.0
13835235	0.0
7767	0.0
7030	0.833
13836021	0.0
10124	0.0
59573	0.0
10777	0.0
6341	0.0
10018	1.0
558020	0.857
12626	0.0
13836591	0.0
11996	0.0
6165	0.0
7714	0.0
13862665	0.0
6042	0.0
7630	0.0
259	0.0
7607	0.0
5894	0.0
21108550	0.75
7772	0.0
21111806	0.75
236	1.0
9614	0.857
62808	0.857
10492	0.0
7736	1.0
11055	0.0
10446	0.0
7463	0.0
7619	0.0
7016	0.0
13871721	0.0
7739	1.0
7706	0.0
7028	0.833
5730	0.0
6316	0.0
8903	1.0
24590970	0.0
21011	0.0
9325	0.75
415	0.0
55090	0.0
10947	0.0
10772140	0.0
28994	0.0
13839553	0.0
3973	0.0
71312	0.0
3951	0.0
592	0.0
8904	1.0
8899	1.0
60329	0.0
6406	0.0
2916	0.0
2293678	0.0
6119	0.0
29015	1.0
11680	0.0
7624	0.0
7615	0.0
7090	0.6
6122	0.0
7024	0.833
55188	0.0
11117	1.0
13835224	0.0
6176	0.0
62249	0.0
13803	0.0
10755	0.0
9377	0.0
15077490	0.0
7823	0.0
11125	0.0
6307	0.0
7787	1.0
6334	0.0
13255	0.714
109838	0.0
11849	0.0
173	0.0
66656	0.0
13837280	0.0
11845	0.0
11094	0.0
13854944	0.0
29000	0.0
8398	0.0
10791	0.0
8733	0.0
10786	0.0
8554	1.0
92731	0.0
7788	1.0
9233	0.0
1020	1.0
11992	0.0
6187	0.0
8158	0.0
11023	0.0
11731	0.0
11207996	0.0
1609	0.0
7721	0.0
1095	1.0
11121	0.0
10498	0.0
7065	0.0
7791	1.0
109705	0.333
7636	0.714
7621	0.0
11551	0.0
13835836	0.0
7711	0.0
8543	0.0
6040	0.0
10445	0.0
11351244	1.0
7770	0.0
23150	0.0
12161	0.0
13874867	0.0
31029	0.0
4444456	0.0
7769	0.0
18607	0.0
10001	0.0
7747	0.0
10788	0.0
23621376	0.0
5993	0.0
8560	0.0
555074	0.0
10437074	0.857
13861343	0.0
7705	0.0
8141	0.833
10512	0.0
11180	0.0
7701	0.0
62589	0.857
7686	0.857
5439	0.0
11056	0.0
7026	0.833
66675	0.0
2005981	0.0
7622	0.0
7684	0.857
8900	1.0
11025	0.0
7475	0.0
59674	0.0
21171407	0.0
11095	0.0
13837537	1.0
10614293	0.0
6326	0.0
56117	0.0
7466	0.0
29036	0.0
7761	0.0
21168808	0.833
11104	0.0
16778	0.0
13835376	0.0
127750	0.0
10790	0.0
2018460	0.0
68503	0.0
13863629	0.714
7674	0.857
1143	0.0
1108	0.857
7029	0.833
29001	0.0
11788	0.857
11732	0.0
7688	0.857
7515	0.0
11794	0.0
13836520	0.375
11678	0.0
2038738	0.75
8562	0.0
29012	0.0
21106535	0.0
13875283	0.75
13867413	0.0
13837702	0.0
5949	0.0
71089	0.857
7551	0.0
11706	0.0
66996	0.857
61487	0.0
10797	0.0
26325086	0.667
7478	0.0
11799	0.0
13839199	0.857
13835459	1.0
11793	0.0
10534	1.0
9326	0.75
63863	0.0
659	0.0
7459	0.0
10787	0.0
12228	0.857
18688	0.0
10795	0.0
55130	0.0
11086	0.857
11841	0.0
12012	0.0
4489	0.75
48024	0.857
11024	0.0
512621	0.0
66655	0.0
21106032	0.0
6330	0.0
11035	0.0
13439	0.0
7021	0.0
7018	0.0
120464	0.0
11864	0.0
4444608	0.0
10948	0.0
11761	0.0
12229	0.857
24099	0.0
22453	0.0
12499	0.5
7833	0.0
7657	0.0
7013	0.0
13837281	0.0
5708	0.0
7703	0.0
4512642	0.0
4516601	0.0
11244	0.0
4516599	0.0
11846	0.0
7812	0.0
10652594	0.667
7766	0.0
844	0.0
13816	0.0
19953955	0.0
7776	0.0
1141	0.75
11857	1.0
66021	0.857
10497	0.0
70715	0.857
21106520	0.857
66809	0.75
10452	0.5
10433	0.0
29107	0.0
10265264	0.6
13874733	0.857
11911	0.0
7811	0.0
13836399	0.0
7676	0.857
7064	0.0
349	0.0
10488	0.857
4514549	0.0
11193	0.0
4512361	0.0
11739	0.0
8552	0.0
8908	1.0
28986	0.0
10526	0.0
17443	0.75
68832	0.0
21800	0.6
10179173	0.6
81815	0.625
29016	0.0
7003	0.0
59447	0.857
13839109	0.0
13865426	0.0
7678	0.857
13842613	0.75
71430	0.556
7760	0.0
971	0.857
10420	0.0
11695	0.0
12643	0.857
7219	0.75
11784	0.857
7482	0.0
13838404	0.0
7679	0.857
15443	0.75
11434292	0.0
65936	0.75
13835209	0.0
7677	0.857
6342	0.0
15438	0.625
1348	0.833
11216	0.0
68328	0.0
4517338	0.0
11194	0.0
11819	0.0
13402	0.0
20843	0.75
55091	0.0
10487	0.857
15954	0.0
11045	0.0
11210	0.0
7521	0.75
7641	0.75
11543	0.0
13638	1.0
11752	0.0
7242	0.75
11843	0.0
7530	0.75
15765	0.6
10101	0.0
16791	0.0
11029	0.0
9633	0.0
28992	0.75
18717	0.0
6106	0.0
99440	0.0
7838	0.0
120621	0.0
9581	0.667
15413	0.0
7710	0.0
7536	0.0
7689	0.857
10710415	0.0
14751	0.75
7073	0.0
24533	0.75
7238	0.75
13835293	0.0
13866593	0.0
13875196	0.667
120489	0.75
